CuastomerOrderID,ID, Date, Price,Shipping Fee,Customer ID,Order City,Order Date,Delivered Date,Product rating,typeCategory,Payment Method
1030e192e5193c364dc4ee6beff830aa,88cf19ec1fc2c58f161aee259d57142c,42990.93462,39,11.42,3742581255b9b4ee5ef68ebc46db2bef,sao paulo,2/5/2018,43060.88111,1,moveis_cozinha_area_de_servico_jantar_e_jardim,credit_card
2f80a0b08926b808eafcaa9ceb2e7af4,1c129092bf23f28a5930387c980c0dfc,43118.87321,550,11.95,01122215dd21ac872ae567ec4e351e01,sao paulo,12/12/2017,43140.84359,1,agro_industria_e_comercio,credit_card
1032cdde705c24776a43441b77855fe5,6df688df543f90e9b38f4319e75a9d88,42864.46203,40,6.62,d03e957168b70cdef000379fa0aab72b,santo andre,5/20/2018,43098.61288,1,cama_mesa_banho,coupon
1032cdde705c24776a43441b77855fe6,6df688df543f90e9b38f4319e75a9d88,42778.63432,551,33.08,d03e957168b70cdef000379fa0aab72b,santo andre,11/28/2017,43242.57792,1,cama_mesa_banho,credit_card
1032cdde705c24776a43441b77855fe6,d05ae8f7a5bd1d2a690a44cd079e4e27,43334.59101,41,6.62,d03e957168b70cdef000379fa0aab72b,sao paulo,8/17/2018,43078.62206,1,cama_mesa_banho,coupon
103555765443ee9231d96d107b9f19ae,1900267e848ceeba8fa32d80c1a5f5a8,43060.46553,552,7.78,c9d5ad5e1bac861b42f3fe9af8c1448b,curitiba,10/6/2017,43335.65251,5,perfumaria,credit_card
10394a4c18a22780ffb66c96fa737494,11bfa66332777660bd0640ee84d47006,42830.98054,42,7.4,d3f87d76f74f85535af0fb9bbda2844c,sao paulo,4/28/2017,43026.9233,3,utilidades_domesticas,credit_card
10394a4c18a22780ffb66c96fa737494,1900267e848ceeba8fa32d80c1a5f5a8,42900.81608,553,7.4,d3f87d76f74f85535af0fb9bbda2844c,sao paulo,4/28/2017,42864.75705,3,utilidades_domesticas,credit_card
15f87e8764a5e47beae5ebd7eb815397,ffdd9f82b9a447f6f8d4b91554cc7dd3,43035.71369,43,7.78,011ec289931a2dddb4a0e40191748b3c,sao paulo,12/15/2017,42864.75705,5,brinquedos,credit_card
1041d437bb0a4bcfeb3a107426f2d5f5,fa1c13f2614d7b5c4749cbc52fecda94,43174.48015,554,22.62,8dfc2e7f0843dbb52899f8089fb7f560,brasilia,10/24/2017,43091.92965,4,brinquedos,credit_card
1043d83f1c9a2f7d84385aa1611d7652,994f04b3718c2bab35c2adfa8afecd2a,43019.3259,44,8.53,88da9ca0d179585f4c09cd62d71af872,sao paulo,5/24/2018,43047.6797,5,beleza_saude,credit_card
10444bce3a6e45509282fc392e7d7c14,994f04b3718c2bab35c2adfa8afecd2a,43053.88574,555,12.69,8f2792b2443223c1714a5956f805d6f6,sao paulo,10/24/2017,43255.70227,5,moveis_decoracao,credit_card
104681815892bd134ae796335dcc1e9e,634964b17796e64304cadf1ad3050fb7,43290.43881,45,15.38,177c6768f6918ca4002b8c16b4205221,sao paulo,11/27/2017,43047.6797,4,automotivo,credit_card
1047b7ef8d56907e4256da73c4734bc3,562f8cfc51f265411f487d07e9c40e7f,42909.49324,556,16.52,355e5cb41305ac7e8d9291fa1d3648c5,curitiba,4/22/2018,43077.97806,1,esporte_lazer,credit_card
104a64ec4b4a7f18e2427f0ec5faf401,da8622b14eb17ae2831f4ac5b9dab84a,43231.58001,46,11.46,0a986427b1138350ebc9779dca1e4993,sao paulo,11/16/2017,43215.92672,3,bebes,credit_card
104aeb5f53808a5bae6b96a7784a2b04,cfb1a033743668a192316f3c6d1d2671,43139.66003,557,14.1,c2c9579c45a61a254b8a2b4892c87363,sao paulo,11/16/2017,43059.6923,5,perfumaria,credit_card
104b23439f7dc2291659a26f2237abdc,f7ba60f8c3f99e7ee4042fdef03b70c4,43216.52141,47,15.71,3d7c0b5ea6f05a405999e4621b1df53f,sao paulo,1/14/2018,43059.6923,4,portateis_casa_forno_e_cafe,credit_card
104b40dd524ac48e7b814ed5eeebcea6,670c26e0f1bf8d0576271d5cfaec6d2b,43220.68903,558,16.92,11adb7c0c8b66a834986cd267cefe35d,curitiba,10/18/2017,43126.71698,5,cama_mesa_banho,credit_card
104d1e3a6ba2bf9d8856a54af9c6c681,d93919c944be9cff128f6c9cb899eacb,42653.6662,48,22.76,b4cabef1eab077e32afbd42629185a7d,sao paulo,11/24/2017,43035.79542,1,beleza_saude,credit_card
104d1e3a6ba2bf9d8856a54af9c6c681,ef0ace09169ac090589d85746e3e036f,42653.6662,559,5.46,b4cabef1eab077e32afbd42629185a7d,sao paulo,11/24/2017,43070.77675,1,beleza_saude,credit_card
10516d5059a1ebd2841eafd0124d43ba,ac3508719a1d8f5b7614b798f70af136,42653.6662,49,8.26,67d0b4958bc1696a19484767933531b3,sao paulo,2/26/2018,43070.77675,4,esporte_lazer,credit_card
19c36691fd116059bf49b7960f1db743,b32be1695eb7ec5f10f72d9610a12527,42653.6662,560,6.47,02625456293ab29f0b11a84835a8c0ab,sao paulo,6/8/2018,43161.88883,3,cama_mesa_banho,credit_card
1052fc490084f258baac0395a94fa58d,128639473a139ac0f3e5f5ade55873a5,42653.6662,50,12.79,e462719dbc5b591fd5713cd4a8de758c,sao paulo,2/5/2018,43270.7339,5,perfumaria,credit_card
19c36691fd116059bf49b7960f1db743,525e75a6fb1454a2325ab1734bcec221,43202.74175,561,32.36,02625456293ab29f0b11a84835a8c0ab,sao paulo,5/14/2018,43146.73389,3,cama_mesa_banho,credit_card
105a17b015064cf48113e9593c2ad700,16090f2ca825584b5a147ab24aa30c86,43083.84341,51,16.94,802afc498fb100ca6ee8ef029719e141,belo horizonte,11/24/2017,43252.73758,5,utilidades_domesticas,credit_card
105c228ee2f7c9c2a32d22cd2f8c8e69,01fdefa7697d26ad920e9e0346d4bd1b,43223.42723,562,9.76,e62a5e94613727832702b23913c1d649,sao paulo,8/13/2018,43070.6105,5,esporte_lazer,credit_card
105d4ac9ed6fbd646d5d6188edc000ab,2c9e548be18521d1c43cde1c582c6de8,43133.6497,52,11.73,46cb7074aae58874cff14f37968a1a79,guarulhos,6/12/2017,43329.47095,5,utilidades_domesticas,credit_card
105d4ac9ed6fbd646d5d6188edc000ab,f80edd2c5aaa505cc4b0a3b219abf4b8,42986.72535,563,11.73,46cb7074aae58874cff14f37968a1a79,guarulhos,10/2/2017,42908.40626,5,utilidades_domesticas,credit_card
106035bdd659c0a04d902135f4559663,f80edd2c5aaa505cc4b0a3b219abf4b8,43320.11388,53,15.52,a7410e333c8f541c9da1eff4b762de0d,belo horizonte,7/11/2018,43011.76899,3,relogios_presentes,credit_card
1061bc32577c6b8beb107bf1b5a65175,da8622b14eb17ae2831f4ac5b9dab84a,43158.1469,564,15.79,33d1704b767156cfd686807522b86dab,sao bernardo do campo,12/7/2017,43294.66308,5,cool_stuff,coupon
106426c15f2c7dbdc9f62157713297fc,080199a181c46c657dc5aa235411be3b,43195.1311,54,13.37,a7ec1335201a9bbc7d6a4f1f0397e4ea,sao paulo,2/1/2018,43084.10343,5,cama_mesa_banho,credit_card
106426c15f2c7dbdc9f62157713297fc,0570350b23eda5444f8d1d9544932058,42866.09979,565,12.16,a7ec1335201a9bbc7d6a4f1f0397e4ea,sao paulo,6/25/2018,43136.73413,5,cama_mesa_banho,credit_card
1066ee7e50cd5ffa03605d4bddb316cf,1900267e848ceeba8fa32d80c1a5f5a8,43287.35541,55,10.47,b05a9ed4f2b97559aa957545915d0c16,sao paulo,6/25/2018,43277.83936,5,beleza_saude,credit_card
10670df5f8bf4bf17a02524ee39b5b0b,522620dcb18a6b31cd7bdf73665113a9,42772.66191,566,37.43,ff5b7f0a6e7a161b5a66bc56a49b7250,belo horizonte,4/10/2018,43270.7339,5,esporte_lazer,coupon
1067b1fed93022ff928077f4db144386,3df020b72d3d44b3af9d110fa3940b65,43209.67591,56,18.45,0b3d0bf8648bf98fecf9551f0ac712ef,sao paulo,5/18/2018,43146.73389,4,artigos_de_natal,credit_card
10680478e22d29ed34e872b89144ccda,3df020b72d3d44b3af9d110fa3940b65,43238.37009,567,15.7,bc70e8fd63f5af6fc034171eb6dd238d,sao bernardo do campo,5/22/2018,43252.73758,5,perfumaria,credit_card
1069df9b022c0b01d48a46af47e7af81,5795aebfe331fbcd02a2c4b679fb7952,43069.38295,57,39.84,bd60114b444f22fc31720b2403f60551,porto alegre,10/24/2017,43070.6105,5,brinquedos,credit_card
106b5dd21daaf566b13f54cecc9ad32f,cfb1a033743668a192316f3c6d1d2671,43328.55219,568,23.77,7fc8ef1dd2d7ac610fde57ee0cd595c6,sao paulo,7/7/2017,43329.47095,5,utilidades_domesticas,credit_card
106d8484bb6bb4ff239daff27fc4feb6,42b729f859728f5079499127a9c2ef37,42904.96551,58,15.1,7dfa5f2f758adf5d769a3941649e733e,sao paulo,12/4/2017,42908.40626,2,eletronicos,credit_card
106dccd8cf01a9d15921ba6b3028a09d,2e90cb1677d35cfe24eef47d441b7c87,43014.54485,569,7.78,7a1a51cc44b9a60d0b751d3ae26a07d4,sao paulo,12/4/2017,43011.76899,5,automotivo,credit_card
1072218ec4a811eca0a85325da45ac25,b347677812ea483b0f528eaf8cbc09b7,43294.78843,59,7.94,981e02a77d10b92a4a0eb3557906d182,sao paulo,8/20/2018,43294.66308,4,alimentos,credit_card
107836df203f233ea55a11b5b96aebec,d5ba419e26d246a0719437cf37d9b46d,43082.88289,570,14.56,4d024b48611b802e9b45a04d4476a754,curitiba,4/29/2018,43084.10343,5,beleza_saude,credit_card
1078cee780187c1672d97d4ebfb4cc2e,53e4c6e0f4312d4d2107a8c9cddf45cd,43138.41188,60,9.37,cbfe773accbd474bcd87443dcdf49416,sao paulo,5/15/2018,43136.73413,3,brinquedos,coupon
107e9841427111622a645103d621ffeb,4a3ca9315b744ce9f8e9374361493884,43278.52144,571,11.42,078fa6a7ee9792303695a290a8338ed4,sao paulo,6/13/2018,43277.83936,5,moveis_cozinha_area_de_servico_jantar_e_jardim,coupon
107e9841427111622a645103d621ffeb,d3674f271c91f824f82d24d92011f669,43278.52144,61,11.42,078fa6a7ee9792303695a290a8338ed4,sao paulo,4/10/2018,43277.83936,5,moveis_cozinha_area_de_servico_jantar_e_jardim,credit_card
108173215646e9b5697cc0da5140f13f,5dceca129747e92ff8ef7a997dc4f8ca,43206.42723,572,8.64,355670f34587eb802a40006a0fe3374f,sao paulo,12/3/2017,43202.73383,5,cama_mesa_banho,credit_card
1084873135af1b72eb54613119a6604f,dc4a0fc896dc34b0d5bfec8438291c80,43242.70697,62,9.02,1d9f74e07b4bb44ceb73e68c4f3036ac,sao paulo,3/3/2017,43243.74815,5,automotivo,coupon
1085720f31a2cf648549e3b8eee5db30,4a3ca9315b744ce9f8e9374361493884,43248.85461,573,7.39,219f23d354eb4b07a861c97172f7ef73,sao paulo,7/15/2017,43244.69896,5,perfumaria,credit_card
19c36691fd116059bf49b7960f1db743,620c87c171fb2a6dd6e8bb4dec959fc6,43040.13172,63,6.47,02625456293ab29f0b11a84835a8c0ab,belo horizonte,1/30/2018,43047.6797,3,cama_mesa_banho,credit_card
10870ce1b8fbb2c59df2c544b74d1b54,8d956fec2e4337affcb520f56fd8cbfd,42929.94676,574,20.65,da2ccdc414de2205d98e7772a2fc37c1,sao paulo,6/16/2017,42938.52045,1,dvds_blu_ray,credit_card
1089d5a6448a4ce3e457e66fea34ab1b,cc419e0650a3c5ba77189a1882b7556a,43077.84535,64,12.69,d23c612cd9d2a3ca8b182524cc3ed822,guarulhos,5/22/2017,43083.79647,4,moveis_decoracao,credit_card
1089d5a6448a4ce3e457e66fea34ab1b,bc2ac6b95e1accce9858528ee566c17e,43077.84535,575,12.69,d23c612cd9d2a3ca8b182524cc3ed822,guarulhos,6/8/2017,43083.79647,4,moveis_decoracao,credit_card
261bdcab01e8f8ebcf82abf1c64d9501,c3867b4666c7d76867627c2f7fb22e21,43336.20529,65,18.23,027ae9ecc616da8c33d137a1d7e40f0a,belo horizonte,5/23/2018,43339.68502,5,beleza_saude,credit_card
108f4fb029e55a72b96fac9b9f489c1e,2ff97219cb8622eaf3cd89b7d9c09824,43224.49454,576,9.44,0a9c7afd18d81b7b1c18257cb9888fee,sao bernardo do campo,4/9/2018,43223.87426,5,cama_mesa_banho,credit_card
10910627bade59f9426abd86cf292846,236585a4ddb5fea9fa40233e2249ed91,43238.64958,66,7.39,264b3478b46ef33ccb784acbaa3c9142,sao paulo,6/29/2018,43237.91987,5,beleza_saude,credit_card
109294a0d68947b6b49c0a59a8f951cd,ccc4bbb5f32a6ab2b7066a4130f114e3,43266.43014,577,36.28,8ae959794f60d02d60abaaeae9628760,sao paulo,4/11/2018,43267.63038,4,cool_stuff,credit_card
10938b7ea022f888b8a2683a6a0fc533,4917cee8d902e13428c3ec4b1ca6f315,43206.6883,67,35.47,3d79e35468914192eb3d1b15687d34a4,sao paulo,1/30/2018,43206.68653,1,utilidades_domesticas,coupon
1094e838b998a10c8faf3bc0b77906df,6cd68b3ed6d59aaa9fece558ad360c0a,43076.63219,578,14.24,7972b72a39b505982dba57710d018ebf,belo horizonte,7/16/2018,43081.69933,5,informatica_acessorios,coupon
1095806f851129963474b5f20d6520fd,46dc3b2cc0980fb8ec44634e21d2718e,42803.83002,68,13.17,a192468dc4a03af2d3c89093c26283f1,sao paulo,12/3/2017,42840.47053,1,utilidades_domesticas,credit_card
1096a1eeabcd71f259a741685744a77a,827f8f69dfa529c561901c4f2e0f332f,42936.54529,579,12.13,95fd44072533bf3f63a80ae485cd0f47,sao bernardo do campo,12/11/2017,42942.55378,5,cama_mesa_banho,credit_card
1098a8cc6b7514f599126c5f27706dc5,6560211a19b47992c3666cc44a7e94c0,43136.75734,69,21.15,f365734d0a819c9ed4d5ed0a30a4c327,porto alegre,2/15/2018,43166.75314,1,perfumaria,credit_card
1103b5da42ef752c4264d8e1b942aa3f,42b729f859728f5079499127a9c2ef37,42912.43287,580,32.86,02c63a27c1684a847772c7cbdd01642b,sao paulo,5/25/2017,42908.54394,5,malas_acessorios,credit_card
314232aa66620ef1a3b49d362d3e0866,0b90b6df587eb83608a64ea8b390cf07,42888.14277,70,11.85,02e5fd58c123b384bdbb86d5fec3ad12,sao paulo,1/19/2018,42885.59802,3,cama_mesa_banho,credit_card
10a0be3ae9093afbffac333cf6670922,0b90b6df587eb83608a64ea8b390cf07,42900.93766,581,13.65,ef68f44cd44c15de0cb8bc53c4fe3782,guarulhos,6/13/2017,42902.53116,4,cama_mesa_banho,credit_card
10a2db7fa5e572ffbea8f6cc6caa857e,14a08204d03bb6b6bde8029f801ae0eb,43249.89677,71,18.37,493eb36e43c471ff20a2fafa1e078d6b,sao bernardo do campo,9/3/2017,43257.73125,5,perfumaria,credit_card
27c0ea3b1286c30e92f05f413398d055,b1fecf4da1fa2689bccffa0121953643,43207.24332,582,20.43,02f8be25cf5a4dff37f2b03f7fbb04aa,salvador,1/17/2018,43229.75613,2,cine_foto,coupon
10a59a093f3cdb6180f929e3e5637728,165fc07beebdcb6190fba8a06db2a449,43284.70243,72,11.44,0e441d1c0e13a5d13c44cba925564538,sao paulo,4/27/2018,43284.79411,5,beleza_saude,coupon
10aa0d0d910582b19666c38c58588868,165fc07beebdcb6190fba8a06db2a449,43207.64578,583,9.61,0fef141080d6ba78152b01c3f5ee14e2,sao jose dos campos,4/27/2018,43202.67513,5,livros_importados,credit_card
10ac5d510cf3a86b9f09342e46c3972d,ec80e49e69745ab6c14f984bf2149423,43137.71782,73,13.89,230fdfccdddfcac16f118146a33a7030,sao paulo,8/8/2018,43146.78333,5,esporte_lazer,credit_card
10b063d9a52993cc25ea7fe15c9334de,897060da8b9a21f655304d50fd935913,43299.87549,584,18.42,1f417f8c558d5377ea279c84eafbd6db,belo horizonte,2/11/2017,43301.6755,5,papelaria,credit_card
10b64ed7e88bc66762c2637eb63e05b5,7c67e1448b00f6e969d365cea6b010ab,43076.76063,74,15.1,155c6e63647e6bb46173471c1f0867ba,sao paulo,9/29/2017,43080.66089,1,informatica_acessorios,credit_card
10bc94fc052750e8053c44b8a0cdab8d,5c853bb56f70f4d14218944bae111d7a,43089.57657,585,22.85,74739c82729e0172c2449caa51f42122,brasilia,9/29/2017,43095.82804,3,beleza_saude,credit_card
10c2b05e3b425d09cb2a1fa7f08d701f,dbd66278cbfe1aa1000f90a217ca4695,43164.81001,75,26.23,4d45f5b1f311c511f6410974f00b7e23,sao paulo,2/20/2018,43174.75444,5,eletrodomesticos_2,coupon
10c651c81fd0bec26524dab0e94090a5,7c67e1448b00f6e969d365cea6b010ab,42886.05932,586,16.21,3ea9d5100acf2b7ffe45e68b545c36e6,curitiba,11/16/2017,42887.6138,5,malas_acessorios,credit_card
10ccb4dc0cc0d605b71afdcf4584128e,36a968b544695394e4e9d7572688598f,43125.59535,76,23.99,e7a585d75baacb6b90108f280475324d,sao jose dos campos,1/25/2018,43141.56723,3,brinquedos,credit_card
222e1885ba432dd5ead67bea2fcb89c0,897060da8b9a21f655304d50fd935913,42906.09905,587,9.09,052b13c60be8396535fb9c39b4cbd032,curitiba,7/18/2018,42907.7034,3,bebes,credit_card
206180d63bbc3cde4e902195b8493bad,128639473a139ac0f3e5f5ade55873a5,42990.1881,77,7.78,056cdf1a3fc87b23ae6a0348132b7095,sao paulo,1/4/2018,42984.75594,5,relogios_presentes,coupon
10d96958b92a4df731c5f0d7e8694f4e,ea67327e24487bdfac5fbfa37ea124df,43123.56222,588,7.78,6104d6344ed5ffa39c84b3800921f443,guarulhos,4/2/2018,43139.57855,3,beleza_saude,credit_card
10d9a4341b71723e4e9f55a51d649207,da8622b14eb17ae2831f4ac5b9dab84a,43230.70368,78,18.55,c8bac4c256aa6962488d6ea634e803d9,porto alegre,6/18/2018,43234.81153,4,informatica_acessorios,coupon
10d9a4341b71723e4e9f55a51d649207,95f83f51203c626648c875dd41874c7f,43230.70368,589,18.55,c8bac4c256aa6962488d6ea634e803d9,porto alegre,11/16/2017,43234.81153,4,informatica_acessorios,credit_card
10e2410205407d25bc85d047ca583cdc,0bae85eb84b9fb3bd773911e89288d54,43328.2811,79,15.29,5bdb1b40eeacdbb24248cda34549e471,niteroi,2/19/2018,43327.69697,5,eletronicos,credit_card
10e9f4b926adf55cefc13979e6b1d62b,9c0e69c7bf2619675bbadf47b43f655a,42781.69609,590,17.65,cf96b5af1c0b18a84eb35a144c85f142,sao paulo,8/18/2018,42783.386,5,beleza_saude,coupon
10edb7acff4cd11eb43b993548b67f95,aafe36600ce604f205b86b5084d3d767,43013.05894,80,28.05,f02301922d0f788f8472d47432736fe2,brasilia,3/7/2018,43021.8805,5,informatica_acessorios,credit_card
10edb7acff4cd11eb43b993548b67f95,9d4db00d65d7760644ac0c14edb5fd86,43013.05894,591,27.88,f02301922d0f788f8472d47432736fe2,brasilia,3/27/2018,43021.8805,5,informatica_acessorios,credit_card
103d223291ed362a58f685884fdde6c3,c6a7539d424a8402232c2228d7a03c5e,43157.60481,81,9.55,05a54aaa942e6ca83da992f943f87cd1,sao paulo,10/3/2017,43157.92131,5,utilidades_domesticas,coupon
14819d9c6768f38817898f5c7ad3a8c1,00720abe85ba0859807595bbf045a33b,43066.16021,592,16.11,06f355d031f6deeb98b30dfd39179442,porto alegre,8/4/2017,43068.76205,2,informatica_acessorios,credit_card
10ef04a6021b2bac686ed668485c8c80,33a17d60c64393351ebf1ef860f4e0f2,43139.56363,82,56.63,82b03a0031f872239665983241c52179,brasilia,6/27/2018,43175.01293,1,moveis_escritorio,credit_card
10f69c462a2c700cf1b141b9874af717,0b35c634521043bf4b47e21547b99ab5,43306.69622,593,7.39,641d5bf17c23bb54add76ce8e47c1bd2,sao paulo,5/31/2018,43304.81422,5,moveis_decoracao,credit_card
10f70d48b35870bdaaafca92fe51a573,3d871de0142ce09b7081e2b9d1733cb1,43110.53882,83,13.11,09e96f4ee8ba811ccf2e32141870e3ce,sao paulo,10/25/2017,43105.63912,5,eletronicos,credit_card
10fbf4deeecbf5381ea7de8d87603c0f,8cbac7e12637ed9cffa18c7875207478,43206.74323,594,66.98,34af4d04a7a8bf9f3165365b13b10878,curitiba,2/6/2018,43210.96132,1,moveis_escritorio,credit_card
10fd0add9c8dd2fc964bbd79ce10343b,8cbac7e12637ed9cffa18c7875207478,43271.56377,84,7.87,2d460a7e43acec7bc2286a7dbf898627,sao paulo,6/1/2018,43270.60179,5,informatica_acessorios,credit_card
14819d9c6768f38817898f5c7ad3a8c1,85d9eb9ddc5d00ca9336a2219c97bb13,43066.16021,595,16.11,06f355d031f6deeb98b30dfd39179442,porto alegre,12/7/2017,43068.76205,2,informatica_acessorios,coupon
10fe58b85b6fe7ecb21c99fd55c4720f,8b655f0855926bcb49f5835d38dfddf6,43156.9078,85,16.79,963cfddfd867d44a23f2bfab7161a4a5,belo horizonte,7/5/2018,43164.69163,4,eletronicos,coupon
110217d362db03668a0c1388db3fa1bd,da8622b14eb17ae2831f4ac5b9dab84a,43333.67723,596,41.96,53d66b5ce010fe1b3a39afffe43bafdf,niteroi,6/27/2017,43339.9186,5,cama_mesa_banho,coupon
110396a9377e9e761e5e14482b0221f2,73a63f72308aa20a46f4b1632018f196,43172.38582,86,8.76,43685f44d23b58da6ceceed8b9ccb415,sao jose dos campos,6/27/2017,43174.01567,5,beleza_saude,credit_card
183e4a13a7a22a57bfd471656ec573b9,0b35c634521043bf4b47e21547b99ab5,43194.13215,597,28.8,07250205a8861bb7532fea6297a2d4be,belo horizonte,6/19/2018,43200.98723,4,moveis_decoracao,credit_card
110d11411569c88d2745d55180027f3e,d2374cbcbb3ca4ab1086534108cc3ab7,43017.547,87,20.84,dcdc2e29ce9bfb07a3c6d0d1e0775073,sao paulo,8/3/2018,43018.1038,4,utilidades_domesticas,credit_card
26ee148fb7de61a887e22108db88f609,dc4a0fc896dc34b0d5bfec8438291c80,42961.18941,598,10.79,08070f3e36c4cf9e295b028eaf7cd3b2,sao paulo,9/20/2017,42958.90545,5,informatica_acessorios,credit_card
110da2b3965b649ac4bb999200ab9133,4869f7a5dfa277a7dca6462dcf3b52b2,43280.73277,88,20.61,979f7f0b911e84cf3ea55247fa147bd5,brasilia,12/7/2017,43291.97883,4,bebes,credit_card
110e1980401cf18f27590b4023ff5e32,062c325cd6a2b87845fab56b4ec2eeae,43259.75892,599,19.5,f0966e2b4cd732ffffaf17f1870e72c5,sao paulo,12/7/2017,43255.97881,4,brinquedos,credit_card
2562ccbc8b82dce043c308d63e884370,db4350fd57ae30082dec7acbaacc17f9,43042.13178,89,19.84,082bd75ec981a16dbc59f045c923e48d,brasilia,7/29/2018,43046.76712,4,utilidades_domesticas,credit_card
1115a717309037cd119797dbdc7e57d7,00ee68308b45bc5e2660cd833c3f81cc,43143.97953,600,9.36,81ff308d29074038f8d342f9c4462ab5,sao paulo,2/6/2018,43146.79473,5,utilidades_domesticas,credit_card
11164af6ef812e688fc012214add9b33,0b90b6df587eb83608a64ea8b390cf07,43261.95231,90,33.83,32c69104d98a01809880ea33b518c808,porto alegre,6/1/2018,43262.70058,5,utilidades_domesticas,credit_card
12b63b3416a5f2cfb2db709782a07af5,f46490624488d3ff7ce78613913a7711,43087.17321,601,17.13,082f15c3971915712f89b49d4099326c,sao paulo,12/7/2017,43088.51988,3,construcao_ferramentas_construcao,credit_card
